region,provincia,comuna,candidato,pacto,partido,subpacto,nivel
BIOBIO,BIOBIO,LOS ANGELES,WILSON OMAR CID ESCOBAR,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,FREDDY FABIAN CASTILLO GARAY,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,JOSE ALFREDO VALDEBENITO ROZAS,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO PRO E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,GABRIEL EDUARDO ZEGPI MUÑOZ,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO PRO E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,HECTOR BALBINO ANABALON CUEVAS,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO PRO E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,CARLOS MANUEL MUÑOZ AGUILERA,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,SUBPACTO HUMANISTAS E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,BENJAMIN MUÑOZ ESCOBAR,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,SUBPACTO HUMANISTAS E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,ADELA IRMA HENRIQUEZ VERA,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,SUBPACTO HUMANISTAS E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,ARIEL RODRIGO MUÑOZ AGUILERA,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,SUBPACTO HUMANISTAS E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,YOSELIN MABEL SAAVEDRA HURTADO,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,SUBPACTO HUMANISTAS E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,JORGE PARRA SANCHEZ,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,SUBPACTO HUMANISTAS E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,LIDIA DEL CARMEN MARTINEZ HERRERA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,LUIS EUGENIO MEDEL FIGUEROA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,MARCELA DE LOURDES PEREZ LIENQUEO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,JOSE MAURICIO SUAZO MAYO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,ANA ARTEMIA SEGUEL BERNAL,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,JOSE MIGUEL SANDOVAL RIQUELME,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,EUGENIO PATRICIO DECAP POBLETE,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,JOSE ARNALDO CASTRO ESPINOZA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,FELIPE LUIS TOLEDO OÑATE,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
BIOBIO,BIOBIO,LOS ANGELES,TOBIAS IGNACIO MEDINA MEDINA,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,YENNY ADERIS BAEZ NUÑEZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,OCTAVIO GONZALEZ ORELLANA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,VALENTIN FERNANDEZ CIFUENTES,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,EDITH ERLINDA BURGOS FIERRO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,EDUARDO SAAVEDRA BUSTOS,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,MIREYA GALLARDO RAMIREZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,YESSICA ROXANA PROSSER BECERRA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,ALEJANDRA VASQUEZ URRUTIA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
BIOBIO,CONCEPCION,TALCAHUANO,NICOLE KARIN JORQUERA BRIONES,PACTO PODER ECOLOGISTA Y CIUDADANO,PARTIDO ECOLOGISTA VERDE,NA,Concejal
